0	1	2	3	4	5
2367474	976675	Where was the picture taken?	At Disney World.	A ina aka ɗauki hoton?	A duniyar disni.
2367474	1781935	What time is it?	06:55:00	Mene lokaci?	06:55:00
2332687	785267	What does the sign say?	Jordan.	Me aka ce a jikin alamar?	Jordan.
2373294	1902952	What foods are in the basket?	Oranges, bananas, and cucumbers.	Wanne abinci ne a kwandon?	Lemo, Ayaba da kokomba.
2362281	1678019	What is the woman doing?	Standing by the counter.	Me matar take yi?	Tsaye kusa da kanta.
2406263	1180001	What color is the sky?	Blue.	Mene launin sararin samaniya?	Shuɗi.
2390113	1355743	What is the elephant transporting?	A man is being transported.	Me giwar take tafiya dashi?	Mutum ake tafiya dashi.
2401183	1238571	How is the base of the house colored?	White.	Mane launi toshen gidan.?	Fari.
2410133	1097202	What color is the train?	Blue.	Mene launin jirgin ƙasan?	Shuɗi.
2407360	1204992	What color is the cake?	Black.	Mene launin kek din?	Baƙi.
2382905	809094	What color is the buses roof?	Green.	Mene launin saman motocin bas?	Kore.
2326148	662531	What kind of table is in photo?	Wooden table.	Wanne irin tebur ne a hoton?	Tebur ɗin katako.
2365928	630717	How many elephants are there?	One.	Giwaye nawa ne a na?	Ɗaya.
2389508	611859	What color is the road?	Black.	Mene launin titin?	Baƙi.
2355190	703295	Why is the man wearing a wet suit?	He is surfing.	Meyasa mutumin ke sanye da jiƙaƙƙiyar riga?	Yana wasan hawa igiyar ruwa.
2322149	879160	How many boys are there?	One.	Yara maza nawa ne a nan?	Ɗaya.
2378699	364669	Where is the person in the photograph?	In front of the animals.	A ina aka ɗauki mutumin dake cikin hoton.?	A gaban dabbobi.
2362257	1677539	What is turned on?	The desk lamp.	Mene a kunne?	Futular kan tebur.
2362257	1677548	What is on the keyboard?	Keys.	Mene akan madanne?	Abun dannawa.
2384780	305109	What kind of pants is the man wearing?	Jeans.	Wanne irin wando mutumin yake saneye dashi?	Jins.
2330984	850641	Who is standing in the picture?	No one.	Waye tsaye a hoton?	Babu kowa.
2366457	1761975	What is this religious establishment where you can pray?	Church.	Wannan wane wajan addini ne da zaka iya addu'a?	Coci.
2318598	907564	How many cats are there?	One.	Maguna nawa ne a nan?	Ɗaya.
2332687	785268	What color is the building?	White.	Wanne launi ne jikin gini?	Fari.
2319154	903120	Who is in photo?	Noone.	Waye a hoton?	Babu kowa.
2354543	255982	Why is her hair up?	So it won't get in the way.	Me yasa gashinta a sama?	Saboda kar ya shiga hanyar ta.
2412380	1123486	Who is on the stage?	A band.	Waye akan dakalin?	Ƙungiyar mawaƙa.
2325544	854993	What is on the man's hands?	Gloves.	Menene a hannun mutumin?	Safar hannu.
2325544	854987	How many people are here?	One.	Mutane nawa ne awajan?	Ɗaya.
2347163	261884	What kind of numbers are on the clocks?	Roman.	Waɗanne irin lambobi ne a jikin agogo?	Na Romaniya.
2366953	1771837	Who are behind a wire fence?	Cows.	Su waye  a bayan shinge?	Shanu.
2366953	565979	Who is in the picture?	Cows.	Waye a hoton nan?	Shanu.
2410133	1097192	How many people sitting on benches?	3	Mutane nawa ne ke zaune akan benci?	3
2353110	704958	Who is in the photo?	Nobody.	Waye a hoton nan?	Bakowa.
2385428	615118	Who is present?	Nobody.	Waye yazo?	Bakowa.
2365928	630722	Where are shadows?	On the ground.	Ina inuwar suke?	A ƙasa.
2326916	465079	What is the table made of?	Wood.	Meye akayi tebur din?	Katako.
2355190	703291	What is the man doing?	Surfing.	Me mutumin yake yi?	Hawa igiyar ruwa.
2362870	697150	Who is laying on the bed?	No one.	Wake kwance a kan gado?	Ba kowa.
2362870	1690128	What is on the bed?	A pillow.	Mene akan gadon?	Matashi.
2340098	395552	What is he holding?	Umbrella.	Me yake riƙe dashi?	Lema.
2410386	1102581	What is white?	Snow.	Mene fari?	Dusar ƙanƙara.
2318020	912186	What is the phone on top of?	A table.	Wayar tana kan mene?	Tebur.
2362257	1677544	What is next to the keyboard?	Water bottle.	Mene a kusa da madannai?	Gorar ruwa.
2398027	1461029	What is in the center of image?	Street.	Mene a tsakiyar hoton?	Titi.
2358454	508820	What kind of chips are there?	Barbecue.	Wana irin dankali ne a wajan?	Gasasshe.
2375175	495437	What two colors are the floor?	Black and white.	Wanne launika ne biyu ne a ƙasa?	Baƙi da fari.
2375175	495431	Where is this photo located?	A bathroom.	A ina wannan hoton yake?	A banɗaki.
2377188	1980904	How do we know the owner is very protective of the motorcycle?	He, or she, has it parked in a building.	Taya zamu san mai shi yana bada kariya sosai ga babur din sa.?	Shi ko ita, ya ajjiye shi a cikin gida.
2408580	1063064	Why is the white paper below the pizza?	It is catching the grease from the pizza.	Meyasa farar takardar ke ƙasan fiza din?	Yana rike maikon jikin fiza.
2354955	511607	What color is the majority of the counter?	Green.	Wana irin launi ne mafe yawan kantocin?	Kore.
2367979	1792627	What is in the photo?	Bus.	Mene a hoton?	Motar bas.
2379780	306036	What color are the elephants?	Grey.	Mene launin giwayen?	Ruwan ƙasa.
2388322	1346292	What is behind the cat?	A car wheel.	Mene a bayan mage?	Ƙafafu mota.
2378569	620600	What color is the blanket on the right of the picture?	Red.	Wana launi ne bargon dake hannun dama na hotan?	Ja.
2316969	986260	Where was the picture taken?	A museum.	A ina aka ɗauki hoton?	A gidan gargajiya.
2367474	1781927	How is the sky in the image?	Blue.	Yaya sararin samaniya yake acikin hotan?	Shuɗi.
2366233	1757504	What does this type of truck carry?	Fruit.	Me irin wannan motar ke ɗauka?	Kayan marmari.
2351804	833983	Why is the giraffe closest to camera probably drinking water?	It's thirsty.	Meyasa raƙumin dawa dake kusa da kamera kamar yana shan ruwa?	Yana jin ƙishirwa.
2337118	397937	When is this scene taking place?	Daytime.	Dayaushe wannan lamarin ke faruwa?	Da rana.
2339379	396122	What color is the elephant?	Gray.	Menene launin giwar?	Ruwan toka.
2390113	547486	What is the elephant wearing?	Saddle.	Me giwar take sanye da?	Sirdi.
2380308	619214	What color is the table?	White.	Menene launin teburin?	Fari.
2410133	1097199	Why is there a mesh fence next to train?	To keep people away.	Me yasa a can a kai shingen raga kusa da jirgin ƙasa?	Don nisantar mutane.
2359621	1625035	Where is the man?	In the air.	Ina mutumin yake?	A cikin iska.
2359621	315947	How many lights are glowing?	Two.	Futulu nawa ne ke haske?	Biyu.
2324598	859568	Why are the two people wearing masks?	Protection.	Meyasa mutane biyu suka sa takunkumi fuska?	Kariya.
2382905	809090	Where was this image taken?	At a roadside.	Ina aka ɗauki hoton?	A gefen titi.
2382905	809092	When was this image taken?	During the day.	Yaushe aka ɗauki hoton?	Da rana.
2365928	1751322	What are the people doing?	Riding an elephant.	Me mutanen suke yi?	Hawan giwa.
2355190	703298	What color is the man's wetsuit?	Black.	Menene launin rigar rigar ruwan mutumin?	Baƙi.
2340874	522884	What is hanging on the side of the boat?	Flags.	Me yake rataye a gefen titi?	Tutoci.
2378699	364670	What color are the trees?	Gray.	Mene launin bishiyoyi?	Ruwan toka.
2318020	912188	What is on the table?	A cell phone.	Menene akan teburin?	Wayar hannu.
2398882	220544	What is the man touching?	A pillow.	Me mutumin yake taɓawa?	Filo.
2384780	305107	Where is this picture taken?	Inside of a store.	Ina aka ɗauki hoton?	Cikin shago.
2342612	585414	How many lights are on the stand?	Three.	Futulu nawa ne akan stand?	Uku.
2363124	1695040	What is on the horses head?	Mane.	Mene akan dakuna?	Geza.
2355469	639080	What color is the wave?	White.	Menene launin igiyar ruwa?	Fari.
2408580	1063060	Where is this photo taken?	On a wooden table.	Ina aka ɗauki hotonnan?	Akan teburi.
2366457	1761982	What is the church made of?	STone.	Da me akayi coci?	Dutse.
2416479	963815	How many bike tires are pictured?	One.	Tayar keke nawa ne a hoton?	Ɗaya.
2351804	833978	What is the animal closest to camera doing?	Drinking.	Me dabbar da tafi kusa da kamara takeyi?	Shan ruwa.
2362821	1689107	What is pinned on the man's shirt?	A corsage.	Menene a maƙale a jikin rigar mutumin?	Corsage.
2327118	405940	What color is the fence?	Red.	Mene launin shingen?	Ja.
2356419	382489	What color is the shirt?	Orange.	Menene launin rigar?	Orange.
2339379	396125	What time of day was this picture taken?	Day time.	Yaushe aka ɗauki wannan hoton?	Da rana.
2401183	1238567	What is left of the people walking?	Wall barrier.	Menene a hagun mutumin?	Bango.
2347163	261882	When was picture taken?	Late evening.	Yaushe aka ɗauki hoton?	Da yammacin.
2401789	602024	Why is this picture taken?	Photography.	Meyasa aka ɗauki hoton?	Ɗaukar hoto.
2363650	1705857	Who has facial hair?	A man.	Wake da gashin fuska?	Namijin.
2384780	305108	What color is the man's shirt?	Red.	Mene launin rigar mutumin?	Ja.
2410386	173303	Where is the skier headed?	Down the hill.	Ina mai gudun ƙanƙarar ya nufa?	Ƙasan tudu.
2330414	531247	Where is the woman?	Riding the horse.	Ina matar take?	Hawan doki.
2363124	1695032	Where are the horses?	In a fence.	Ina dokunan?	Suna shinge.
2318020	912190	Why is the screen black?	The phone is not on.	Meyasa fuskar tayi baki.?	Wayar a kashe take.
2335822	270820	What color is the wall?	White.	Mene launin banko?	Fari.
2398882	1466065	Where is the blue bedspread?	On the bed.	Ina shuɗi zanin gado?	Akan gado.
2400847	1231000	What is the cat doing?	Licking the plant.	Me magen take yi?	Lasar ganyen bishiya.
2330984	850639	Where are the vehicles parked?	On the street.	A ina aka ajiye motocin?	A kan titi.
2377672	557419	What color is the sky?	Blue.	Meye launin sararin samaniya?	Shuɗi.
2408580	1063065	Why are the knives on the plates?	They are to cut the pizzas.	Meye wuƙaƙen ke suke kan farantan?	Dan su yanka fiza.
2354955	511609	What utensil is on top of the cutting board?	A knife.	Wana kayan aiki ne a saman allon yanka?	Wuƙa.
2318598	907563	Where is the animal sitting?	Sidewalk.	A ina dabbar take zaune?	Hanyar tafiya.
2416479	963813	When was this photographed?	Daytime.	A yaushe aka ɗauki wannan hoton?	Da rana.
2407019	1197511	What time does the clock show?	07:16:00	Wani lokaci agogo ya nuna?	07:16:00
2316969	920596	What piece of pottery is taller?	The one on the right.	Waca tukunya ce tafe tsawo?	Wadda take a hannun dama.
2359548	635826	Who is at the table?	The person who going to eat the food.	Waye akan tebir?	Mutumim da zai ci abincin.
2319154	903121	What color are letters?	White.	Meye launin harufah?	Fari.
2362821	1689088	What is on the man's face?	Glasses.	Meye akan fuskar mutumin?	Mudubin ido.
2406263	1180007	How many dogs are there?	None.	Karnuka nawa ne anan?	Babi.
2336481	334461	What kind of weather do they have?	Warm and sunny.	Wane irin yanayi suke dashi?	Ɗumi da rana.
2390113	547485	What color is the man's shirt?	White.	Wace launi ce rigar mutumin?	Fara.
2336481	334460	Who is holding a camera?	The woman.	Wa yake riƙe da kamara?	Matar.
2401789	1251062	Where is this picture taken?	In a city.	A ina aka ɗauki hoton nan?	A cikin gari.
2407360	197508	How many plates are there?	One.	Kwanuka nawa a gurin?	Ɗaya.
2326148	662528	What color is the cat?	Gray and white.	Meye launin jikin magen?	Ruwan tuka da fari.
2324598	859562	How many people are wearing masks?	Two.	Mutane nawa ne suke sanye da takonkomi?	Biyu.
2381223	234664	When is the picture taken?	Daytime.	Yaushe aka dauki hoton?	Da rana.
2388603	1414381	Where are the lemons?	Right side of the tomatoes.	A ina lemon tsami?	Yana daga damar tumatirin.
2391518	1554490	When will the truck driver remove the mobile street sign?	When he leaves.	Yaushe me tuƙin babbar motar ya cire alamar titin me tafiya?	Sanda ya tafi.
2330414	531249	What color is the horse?	Brown.	Menene launin dokin?	Ruwan ƙasa.
2330414	531251	Who is on the horse?	The woman.	Waye a kan doki?	Mace.
2384780	305104	How many people are in the picture?	One.	Mutane nawa ne a cikin hoton?	Ɗaya.
2335822	270816	What color is the picture frame?	Black.	Menene launin firam ɗin hoton?	Baƙi.
2410401	173177	What is red in the image?	A car.	Menene ja a hoton?	Mota.
2358454	1600998	What shape are the plates?	Round.	Menene siffar farantin?	Zagaye.
2358454	1600977	What are the green items?	Pickles.	Menene korayen abubuwan?	Abun tsami.
2366903	1770863	What is the condition of the sky?	Clear.	Menene yanayin sama?	A bayyane.
2408580	1063057	What color is knife handle?	Yellow.	Menene launin mariƙin wuƙar?	Rawaya.
2400847	730745	Where are the berries?	On the plant.	Ina berries suke?	Akan itacen.
2318598	907569	What is on the sides of the sidewalk?	Grass.	Menene a gefen wurin  tafiyar?	Ciyawa.
2379780	306037	Why can't we see the smaller elephant's left eye?	Because the elephant is facing right.	Meyasa bama iya ganin idon hagun ƙaramar giwar?	Saboda giwar tana kallon dama.
2379780	306032	What are these animals?	Elephants.	Wasu dabbobi ne wannan?	Giwaye.
2388322	1475534	What is visible in the foreground?	A cat.	Me ake iya gani a gaba?	Mage.
2378569	620602	What color is the wall in this picture?	Blue.	Menene launin bangon a wannan hoton?	Shuɗi.
2352325	833554	What holiday season is it in this picture?	Christmas.	Wani lokacin biki ne wannan?	Kiristmeti.
2366233	1757493	What is in front of the truck?	A car.	Menene a gaban babbar motar?	Mota.
2362281	1678027	Where is the banana?	On the counter.	Ina ayabar?	Akan kwaba.
2347577	452571	What color is the napkin?	White.	Menene launin napkin?	Fari.
2383427	744678	Why is the person in the water?	To surf.	Meyasa mutumin yake ruwa?	Saboda surfing.
2383427	744677	What color wetsuit is the surfer wearing?	Black.	Menene launin rigar ruwan da surfer ta saka?	Baƙi.
2327118	405942	Why is there a fence here?	Security.	Meyasa akwai katanga a nan?	Tsaro.
2327118	405938	Who is flying the plane?	Pilot.	Wa yake tuƙa jirgin sama?	Matuƙin jirgin sama.
2356419	382495	What color is the tablecloth?	White and blue.	Menene launin rigar tebur?	Fari da shuɗi.
2410133	175321	Who is waiting for the train?	Passengers.	Wa yake jiran jirgin ƙasa?	Fasinjoji.
2410133	1097200	What color is the sky?	Blue.	Menene launin sama?	Shuɗi.
2407360	1204982	Where is the plate?	On the table.	Ina farantin?	Akan tebur.
2385428	615122	When was this?	Daytime.	Yaushe ne wannan?	Da rana.
2362870	697147	Where is the lamp?	Beside the bed.	Ina futular?	A kusa da gado.
2340874	522881	Where is the boat floating in?	Water.	Ina kwale-kwale yake iyo?	Ruwa.
2388603	1538880	What is red and crisp?	Apples.	Menene ja kuma crisp?	Tufa.
2344002	264388	What is on the person's wrist?	Watch.	Menene wuyan hannun mutumin?	Agogon.
2344002	264387	What is the person's hand holding?	Napkins.	Me hannun mutumin yake riƙeda?	Napkins.
2344002	264390	How many pizzas are there?	One.	Fizza nawa ne a wurin?	Ɗaya.
2385972	550782	How many frisbys are there?	One.	Frisbys nawa ne a wurin?	Ɗaya.
2385972	550778	What time of the day is it?	It is daytime.	Wani lokaci a rana ne wannan?	Rana ce.
2333533	592674	Where is the water?	In front of the girls.	Ina ruwan yake?	A gaban matan.
2363124	1695038	What is around the horses mouths?	Harness.	Menene a zagaye da baki?	Kayan aiki.
2335822	270823	Where is the box?	On the desk.	Ina kwalin?	Akan tebur.
2335822	270818	What is on the floor?	Cords.	Menene a ƙasa?	Wayoyi.
2355469	639078	What is the person doing?	Surfing.	Me mutumin yakeyi?	Surfing.
2358454	1601017	What white vegetable is chopped up on top of the weiners?	Onion.	Wani farin kayan lambu ne a yanke akanweiners?	Albasa.
2330984	850640	What is on the building?	A clock.	Menene akan ginin?	Agogo.
2377672	1988663	Where is the train sitting?	On a track.	Ina jirgin ƙasan ya zaune?	Akan tracks.
2416479	963812	Where was this photographed?	Baseball field.	Ina aka dauki wannan hoton?	Filin baseball.
2410839	1317186	What are the pillows color?	Blue.	Menene launin filallukan?	Shuɗi.
2410839	1317166	What are the bed frames made out of?	Dark wood.	Dame akayi firam din gadon?	Katako me duhu.
2378569	620604	Where was this picture taken?	A bedroom.	Ina aka ɗauki wannan hoton?	A ɗaki.
2352325	833557	Where is the photographer?	Living room.	Ina me ɗaukan hoton?	Falo.
2337118	397941	What are the people in the foreground standing on?	Grass.	Akan me mutanen da ke gaba suke tsaye?	Ciyawa.
2406263	1180004	Where was this photo taken?	At an antique car show.	Ina aka ɗauki hoton nan?	Shagon siyar da tsoffin kaya.
2336481	334462	How is she holding her camera?	On a strap and in her hand.	Yaya take riƙe da kamara?	Akan maɗauri a hannun ta.
2412380	1123488	What color are the sun shades?	Blue.	Menene launin rumfunan?	Shuɗi.
2347354	517695	Where are cups?	On the table.	Ina kofunan?	Akan tebur.
2366953	1771825	Where is the two small brown cows looking at?	Toward the camera.	Ina ƙananun shanun biyu suke kallo?	Zuwa kamara.
2406806	1193255	What animal is looking into the camera?	Cat.	Wani dabba ce take kallon kamara?	Mage.
2406806	1193256	What color are the cat's feet?	White.	Menene launin ƙafafun magen?	Fari.
2401789	602025	What time of day is it?	Night time.	Wani lokaci a rana ne wannan?	Dare.
2324598	859567	Where is the game taking place?	Dodger Stadium.	Ina wasan nan ke wakana?	Filin wasan Dodger.
2326148	662526	What color is the wall?	Yellow.	Menene launin bangon?	Rawaya.
